S1_ALL_ID,S1_ALL_S1_F1_RA,S1_ALL_S1_F1_DEC,S1_ALL_S1_F1_MAG1_1,S1_ALL_S1_F1_ERR1_1,S1_ALL_S1_F3_ID,S1_ALL_S1_F3_RA,S1_ALL_S1_F3_DEC,S1_ALL_S1_F3_MAG1_3,S1_ALL_S1_F3_ERR1_3,S1_ALL_S1_F4_ID,S1_ALL_S1_F4_RA,S1_ALL_S1_F4_DEC,S1_ALL_S1_F4_MAG1_4,S1_ALL_S1_F4_ERR1_4,S1_ALL_Separation_S1_F3_S1_F1,S1_ALL_Separation_S1_F4_S1_F1,S1_ALL_Separation_S1_F4_S1_F3,S1_ALL_Separation_max,S1_ALL_ncat,S1_ALL_dist_bayesfactor,S1_ALL_dist_bayesfactor_corrected,S1_ALL_dist_post,S1_ALL_p_single,S1_ALL_p_any,S1_ALL_p_i,S1_ALL_match_flag,S1_ALL_36_asn,S1_ALL_RA,S1_ALL_DEC,S2_ALL_ID,S2_ALL_S2_F1_RA,S2_ALL_S2_F1_DEC,S2_ALL_S2_F1_MAG2_1,S2_ALL_S2_F1_ERR2_1,S2_ALL_S2_F3_ID,S2_ALL_S2_F3_RA,S2_ALL_S2_F3_DEC,S2_ALL_S2_F3_MAG2_3,S2_ALL_S2_F3_ERR2_3,S2_ALL_S2_F4_ID,S2_ALL_S2_F4_RA,S2_ALL_S2_F4_DEC,S2_ALL_S2_F4_MAG2_4,S2_ALL_S2_F4_ERR2_4,S2_ALL_Separation_S2_F3_S2_F1,S2_ALL_Separation_S2_F4_S2_F1,S2_ALL_Separation_S2_F4_S2_F3,S2_ALL_Separation_max,S2_ALL_ncat,S2_ALL_dist_bayesfactor,S2_ALL_dist_bayesfactor_corrected,S2_ALL_dist_post,S2_ALL_p_single,S2_ALL_p_any,S2_ALL_p_i,S2_ALL_match_flag,S2_ALL_45_asn,S2_ALL_RA,S2_ALL_DEC,Separation_S2_ALL_S1_ALL,Separation_max,ncat,dist_bayesfactor,dist_post,p_single,p_any,p_i,match_flag
'165',10.68960002,40.80398016,16.40850491,0.0226,'2763',10.68954801,40.80394344,16.40250491,0.0271,'-99',-99,-99,-99,-99,0.19380823,nan,nan,0.19380823,2,12.22103,12.22103,0.98230034,0.98230034,0.98230034,1,1,2,10.689574015,40.8039618,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'166',10.69737605,40.79104691,18.08850491,0.0521,'2795',10.69736994,40.7910291,18.02650491,0.0539,'-99',-99,-99,-99,-99,0.066243395,nan,nan,0.066243395,2,12.581206,12.581206,0.9921991,0.9921991,0.9921991,1,1,2,10.697372995,40.791038005,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'167',10.68584709,40.81267501,16.95850491,0.041,'7248',10.68578105,40.81268969,16.88350491,0.0605,'-99',-99,-99,-99,-99,0.18753694,nan,nan,0.18753694,2,12.246996,12.246996,0.9833104,0.9833104,0.9833104,1,1,2,10.68581407,40.81268235,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.9972179,0,0
'167',10.68584709,40.81267501,16.95850491,0.041,'7248',10.68578105,40.81268969,16.88350491,0.0605,'-99',-99,-99,-99,-99,0.18753694,nan,nan,0.18753694,2,12.246996,12.246996,0.9833104,0.9833104,0.9833104,1,1,2,10.68581407,40.81268235,'4823',10.68579215,40.81274186,17.57555224,0.0726,'2713',10.68577283,40.81270236,17.55455224,0.0974,'-99',-99,-99,-99,-99,0.15163065,nan,nan,0.15163065,2,12.379219,12.379219,0.98671126,0.98671126,0.98671126,1,1,2,10.68578249,40.81272211,0.16700785,0.16700785,2,12.326021,0.9972179,0.9972179,0.9972179,1,1
'168',10.63299532,40.87924429,17.34650491,0.0452,'709',10.63301254,40.87922964,17.39350491,0.0538,'-99',-99,-99,-99,-99,0.070558146,nan,nan,0.070558146,2,12.574798,12.574798,0.9920841,0.9920841,0.99476403,0.6596673,1,2,10.63300393,40.879236965,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'170',10.719821,40.77491553,16.89950491,0.0277,'1838',10.71976363,40.77491043,16.86550491,0.0209,'-99',-99,-99,-99,-99,0.15747672,nan,nan,0.15747672,2,12.359599,12.359599,0.98707294,0.98707294,0.98707294,1,1,2,10.719792315,40.77491298,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'178',10.69895013,40.82266511,16.91450491,0.0507,'-99',-99,-99,-99,-99,'6442',10.69891502,40.82265552,16.72050491,0.0382,nan,0.10168843,nan,0.10168843,2,12.51658,12.51658,0.99106157,0.99106157,0.99106157,1,1,2,10.698932575,40.822660315,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'184',10.69176169,40.83015081,16.71750491,0.0408,'6413',10.69170512,40.83012199,16.55150491,0.0368,'-99',-99,-99,-99,-99,0.18576679,nan,nan,0.18576679,2,12.25417,12.25417,0.9835794,0.9835794,0.9835794,1,1,2,10.691733405,40.8301364,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'187',10.71535523,40.80214643,15.87050491,0.023,'1841',10.71529807,40.80213358,15.78750491,0.0203,'-99',-99,-99,-99,-99,0.16249049,nan,nan,0.16249049,2,12.342181,12.342181,0.98655105,0.98655105,0.98655105,1,1,2,10.71532665,40.802140005,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'188',10.73389013,40.78213817,16.52150491,0.0274,'6491',10.73386084,40.78210361,16.53250491,0.0269,'-99',-99,-99,-99,-99,0.14783132,nan,nan,0.14783132,2,12.391572,12.391572,0.9879794,0.9879794,0.9879794,1,1,2,10.733875485,40.78212089,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'191',10.69831948,40.83146671,16.99250491,0.0522,'6977',10.69827432,40.83148834,17.02850491,0.0379,'-99',-99,-99,-99,-99,0.14558534,nan,nan,0.14558534,2,12.398727,12.398727,0.9881735,0.9881735,0.9881735,1,1,2,10.6982969,40.831477525,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'192',10.71790126,40.81054898,17.58450491,0.071,'7005',10.71791769,40.81051055,17.71050491,0.0525,'-99',-99,-99,-99,-99,0.14541084,nan,nan,0.14541084,2,12.399279,12.399279,0.9881883,0.9881883,0.9881883,1,1,2,10.717909475,40.810529765,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'194',10.72234829,40.81358631,18.08150491,0.0541,'5276',10.72229716,40.81357959,18.16950491,0.0427,'-99',-99,-99,-99,-99,0.14139499,nan,nan,0.14139499,2,12.411784,12.411784,0.9885197,0.9885197,0.9885197,1,1,2,10.722322725,40.81358295,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'198',10.65127043,40.89495023,17.08050491,0.0427,'11505',10.65124652,40.89492924,16.91950491,0.0388,'-99',-99,-99,-99,-99,0.09971699,nan,nan,0.09971699,2,12.52089,12.52089,0.99104726,0.99104726,0.99104726,1,1,2,10.651258475,40.894939735,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'201',10.70082943,40.83401423,16.19850491,0.0324,'7272',10.70077134,40.83398975,16.09550491,0.0317,'-99',-99,-99,-99,-99,0.18111213,nan,nan,0.18111213,2,12.272712,12.272712,0.98425484,0.98425484,0.98425484,1,1,2,10.700800385,40.83400199,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'213',10.7015443,40.85277795,16.11350491,0.0466,'6708',10.70152511,40.85272536,16.07850491,0.0459,'-99',-99,-99,-99,-99,0.19640297,nan,nan,0.19640297,2,12.210037,12.210037,0.98185486,0.98185486,0.98185486,1,1,2,10.701534705,40.852751655,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'218',10.74217182,40.80679826,17.88550491,0.0514,'4838',10.74211925,40.80679224,17.98350491,0.0541,'-99',-99,-99,-99,-99,0.14487827,nan,nan,0.14487827,2,12.400957,12.400957,0.9882333,0.9882333,0.9882333,1,1,2,10.742145535,40.80679525,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'224',10.76089871,40.78001922,16.79650491,0.0282,'1925',10.76086917,40.78002083,16.82550491,0.0292,'-99',-99,-99,-99,-99,0.080734424,nan,nan,0.080734424,2,12.558082,12.558082,0.991776,0.991776,0.991776,1,1,2,10.76088394,40.780020025,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'232',10.71415145,40.88735291,16.55850491,0.0364,'3189',10.71410393,40.88731432,16.50250491,0.0362,'-99',-99,-99,-99,-99,0.18980558,nan,nan,0.18980558,2,12.237701,12.237701,0.9829555,0.9829555,0.9829555,1,1,2,10.71412769,40.887333615,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.9984087,0,0
'232',10.71415145,40.88735291,16.55850491,0.0364,'3189',10.71410393,40.88731432,16.50250491,0.0362,'-99',-99,-99,-99,-99,0.18980558,nan,nan,0.18980558,2,12.237701,12.237701,0.9829555,0.9829555,0.9829555,1,1,2,10.71412769,40.887333615,'4452',10.71416439,40.88735558,17.03855224,0.038,'974',10.71413614,40.88733472,16.95255224,0.0569,'-99',-99,-99,-99,-99,0.107474245,nan,nan,0.107474245,2,12.50344,12.50344,0.9899838,0.9899838,0.9899838,1,1,2,10.714150265,40.88734515,0.07415712,0.07415712,2,12.569142,0.9984087,0.9984087,0.9984087,1,1
'236',10.74770969,40.80776469,15.96750491,0.0262,'1460',10.74766193,40.80774778,15.88350491,0.0278,'-99',-99,-99,-99,-99,0.14367385,nan,nan,0.14367385,2,12.404731,12.404731,0.98833394,0.98833394,0.98833394,1,1,2,10.74768581,40.807756235,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'238',10.74956752,40.80941367,17.58350491,0.0343,'1481',10.74956276,40.80935944,17.87050491,0.0427,'-99',-99,-99,-99,-99,0.19565836,nan,nan,0.19565836,2,12.213206,12.213206,0.98198444,0.98198444,0.98198444,1,1,2,10.74956514,40.809386555,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'239',10.73049835,40.85379535,18.17150491,0.1079,'-99',-99,-99,-99,-99,'3187',10.73044948,40.85379377,18.28550491,0.1109,nan,0.13319317,nan,0.13319317,2,12.436236,12.436236,0.9892646,0.9892646,0.9892646,1,1,2,10.730473915,40.85379456,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'240',10.72521229,40.85490964,14.72350491,0.0157,'5303',10.72516672,40.85487056,14.77050491,0.0148,'-99',-99,-99,-99,-99,0.18758972,nan,nan,0.18758972,2,12.24678,12.24678,0.9833023,0.9833023,0.9833023,1,1,2,10.725189505,40.8548901,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'251',10.7516405,40.80251317,17.61950491,0.0371,'4907',10.75158317,40.80252311,17.80650491,0.0379,'-99',-99,-99,-99,-99,0.16027452,nan,nan,0.16027452,2,12.349947,12.349947,0.98678625,0.98678625,0.98678625,1,1,2,10.751611835,40.80251814,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'257',10.72994143,40.83507128,17.97450491,0.0532,'-99',-99,-99,-99,-99,'41',10.72999244,40.8350864,17.74550491,0.0614,nan,0.14922006,nan,0.14922006,2,12.387094,12.387094,0.9879939,0.9879939,0.9879939,1,1,2,10.729966935,40.83507884,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'262',10.7524055,40.81320954,18.49750491,0.0691,'3424',10.75241146,40.81322521,18.17950491,0.0691,'-99',-99,-99,-99,-99,0.05870276,nan,nan,0.05870276,2,12.591435,12.591435,0.99237937,0.99237937,0.99237937,1,1,2,10.75240848,40.813217375,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'270',10.69230812,40.90387777,16.66150491,0.0318,'4641',10.69230253,40.90384043,16.67150491,0.041,'3044',10.69227212,40.90383274,16.71250491,0.0308,0.13528176,0.18940373,0.08725142,0.18940373,3,24.935404,24.935404,0.99989694,0.99989694,0.99297357,0.5784891,1,3,10.6922942566667,40.9038503133333,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'273',10.69681405,40.90541038,16.69450491,0.026,'-99',-99,-99,-99,-99,'3052',10.69674756,40.90539541,16.67550491,0.0235,nan,0.18876582,nan,0.18876582,2,12.241975,12.241975,0.98331,0.98331,0.98331,1,1,2,10.696780805,40.905402895,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.9976508,0,0
'273',10.69681405,40.90541038,16.69450491,0.026,'-99',-99,-99,-99,-99,'3052',10.69674756,40.90539541,16.67550491,0.0235,nan,0.18876582,nan,0.18876582,2,12.241975,12.241975,0.98331,0.98331,0.98331,1,1,2,10.696780805,40.905402895,'1086',10.6968644,40.90540208,16.99955224,0.0624,'2234',10.6968035,40.90539584,17.03155224,0.0461,'-99',-99,-99,-99,-99,0.16721559,nan,nan,0.16721559,2,12.325267,12.325267,0.98497987,0.98497987,0.98497987,1,1,2,10.69683395,40.90539896,0.14529184,0.14529184,2,12.399654,0.9976508,0.9976508,0.9976508,1,1
'277',10.71383238,40.90579375,15.73250491,0.0207,'3258',10.71378906,40.90575618,15.76550491,0.0187,'-99',-99,-99,-99,-99,0.17940354,nan,nan,0.17940354,2,12.279399,12.279399,0.9844917,0.9844917,0.9844917,1,1,2,10.71381072,40.905774965,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'279',10.69478871,40.91497114,18.60450491,0.1382,'10248',10.69481602,40.91501315,18.27750491,0.1121,'-99',-99,-99,-99,-99,0.16849977,nan,nan,0.16849977,2,12.320586,12.320586,0.98587507,0.98587507,0.98587507,1,1,2,10.694802365,40.914992145,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'281',10.71852565,40.90766324,17.08350491,0.0435,'-99',-99,-99,-99,-99,'6115',10.71847792,40.90763956,16.99750491,0.0496,nan,0.15534252,nan,0.15534252,2,12.366848,12.366848,0.9874282,0.9874282,0.9874282,1,1,2,10.718501785,40.9076514,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'290',10.76140929,40.81323508,17.84650491,0.0516,'1944',10.76135069,40.81326084,18.11750491,0.0618,'-99',-99,-99,-99,-99,0.18464153,nan,nan,0.18464153,2,12.258696,12.258696,0.9837468,0.9837468,0.9837468,1,1,2,10.76137999,40.81324796,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'296',10.73347704,40.85665028,15.41050491,0.0186,'4884',10.73343884,40.85661372,15.53050491,0.0194,'-99',-99,-99,-99,-99,0.16775426,nan,nan,0.16775426,2,12.323308,12.323308,0.9859621,0.9859621,0.9859621,1,1,2,10.73345794,40.856632,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'299',10.74646707,40.85497796,16.88550491,0.0242,'7114',10.74640515,40.85496865,16.85750491,0.0318,'-99',-99,-99,-99,-99,0.17190243,nan,nan,0.17190243,2,12.30801,12.30801,0.9854661,0.9854661,0.9854661,1,1,2,10.74643611,40.854973305,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'306',10.70270851,40.90912023,16.25750491,0.0331,'3156',10.70269909,40.90908641,16.22550491,0.0327,'-99',-99,-99,-99,-99,0.12442023,nan,nan,0.12442023,2,12.460774,12.460774,0.9897318,0.9897318,0.9897318,1,1,2,10.7027038,40.90910332,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'310',10.69877637,40.91648442,16.22150491,0.03,'3806',10.69873389,40.91645477,16.11250491,0.0397,'-99',-99,-99,-99,-99,0.15731525,nan,nan,0.15731525,2,12.360151,12.360151,0.98708916,0.98708916,0.98708916,1,1,2,10.69875513,40.916469595,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'317',10.73468181,40.87678333,17.74950491,0.0501,'-99',-99,-99,-99,-99,'3899',10.7346712,40.87682154,17.90150491,0.0458,nan,0.14055514,nan,0.14055514,2,12.414355,12.414355,0.9887161,0.9887161,0.9887161,1,1,2,10.734676505,40.876802435,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'331',10.62059195,40.80845528,17.16450491,0.0545,'-99',-99,-99,-99,-99,'10514',10.6205627,40.80847417,17.29450491,0.0551,nan,0.10477051,nan,0.10477051,2,12.50967,12.50967,0.99091953,0.99091953,0.99091953,1,1,2,10.620577325,40.808464725,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'334',10.62258964,40.80998436,17.45350491,0.0684,'4012',10.62253453,40.80999387,17.27650491,0.0503,'5460',10.6225713,40.80997427,17.35150491,0.0465,0.15401554,0.061779175,0.12254275,0.15401554,3,25.074621,25.074621,0.9999252,0.9999252,0.9927886,0.9846114,1,3,10.6225651566667,40.8099841666667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'353',10.63977284,40.82400755,17.00550491,0.0342,'600',10.63973776,40.82397293,16.90750491,0.0373,'6293',10.63973777,40.82398408,16.88950491,0.0346,0.15705341,0.12753952,0.04014001,0.15705341,3,25.074701,25.074701,0.9999252,0.9999252,0.98992115,0.9872849,1,3,10.6397494566667,40.8239881866667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'356',10.68427698,40.73151262,18.14850491,0.0789,'6326',10.68431417,40.73146572,18.15550491,0.0529,'-99',-99,-99,-99,-99,0.19697683,nan,nan,0.19697683,2,12.207586,12.207586,0.981754,0.981754,0.981754,1,1,2,10.684295575,40.73148917,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'362',10.69996033,40.71138083,17.77050491,0.0742,'879',10.69989342,40.71138356,17.55850491,0.0542,'-99',-99,-99,-99,-99,0.18284947,nan,nan,0.18284947,2,12.265846,12.265846,0.984008,0.984008,0.984008,1,1,2,10.699926875,40.711382195,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'369',10.62409398,40.81516817,18.07250491,0.1115,'2087',10.62403655,40.81518876,18.17150491,0.0886,'-99',-99,-99,-99,-99,0.17314062,nan,nan,0.17314062,2,12.303371,12.303371,0.98531234,0.98531234,0.98531234,1,1,2,10.624065265,40.815178465,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'376',10.67913341,40.74403971,18.00950491,0.0782,'3667',10.67907704,40.74400682,17.96750491,0.0647,'-99',-99,-99,-99,-99,0.19405657,nan,nan,0.19405657,2,12.219984,12.219984,0.98225844,0.98225844,0.98225844,1,1,2,10.679105225,40.744023265,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'379',10.70296303,40.71601648,19.03250491,0.0969,'9105',10.70301165,40.71599451,19.22850491,0.1213,'-99',-99,-99,-99,-99,0.15445316,nan,nan,0.15445316,2,12.36984,12.36984,0.9873704,0.9873704,0.9873704,1,1,2,10.70298734,40.716005495,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'394',10.70744113,40.71435523,17.95950491,0.0682,'2714',10.70737563,40.71434442,17.76350491,0.0531,'-99',-99,-99,-99,-99,0.18291722,nan,nan,0.18291722,2,12.265577,12.265577,0.98399824,0.98399824,0.98399824,1,1,2,10.70740838,40.714349825,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'398',10.668683,40.77482418,18.19150491,0.0867,'-99',-99,-99,-99,-99,'4207',10.66874835,40.77480934,18.39150491,0.0614,nan,0.18599589,nan,0.18599589,2,12.253245,12.253245,0.9837306,0.9837306,0.9837306,1,1,2,10.668715675,40.77481676,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'399',10.66952095,40.77513848,17.82550491,0.0751,'7209',10.66949916,40.77511628,17.78650491,0.0351,'746',10.66946659,40.77512455,17.70250491,0.0467,0.099579304,0.15645124,0.09365079,0.15645124,3,25.070211,25.070211,0.9999244,0.9999244,0.99148345,0.98594695,1,3,10.6694955666667,40.7751264366667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'403',10.62487814,40.82688681,17.37250491,0.0736,'15',10.62484877,40.82688301,17.17650491,0.044,'-99',-99,-99,-99,-99,0.081167296,nan,nan,0.081167296,2,12.557321,12.557321,0.9917617,0.9917617,0.9917617,1,1,2,10.624863455,40.82688491,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
